"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","38/978","308/18614",9.04237110243389e-07,2.790959691012e-05,1.95947210315019e-05,"3643/857/8835/9021/2887/5872/2771/23371/5286/5595/2353/760/54741/3625/8503/6774/5829/23236/858/2200/5327/1398/10458/4690/5166/6654/677/4929/9564/3164/6464/23191/4641/64710/8837/4780/6844/6430",38
"GO:0043547","GO:0043547","positive regulation of GTPase activity","35/978","272/18614",9.07095136043267e-07,2.790959691012e-05,1.95947210315019e-05,"9411/1901/23348/7052/3655/6358/57572/22899/10411/9771/2149/6281/30851/6376/25780/9448/57580/958/50807/9693/375790/858/8874/4739/1398/8301/3688/6251/6654/10979/6347/2889/5906/64786/3987",35
"GO:0030099","GO:0030099","myeloid cell differentiation","47/978","421/18614",9.10769613540013e-07,2.790959691012e-05,1.95947210315019e-05,"2034/351/7048/221395/302/10365/2624/7538/4208/3726/975/1499/2353/54861/4627/567/7049/7071/6774/7704/2113/182/6194/2313/10163/3428/2200/3276/29766/4739/10019/5371/3725/4792/25979/677/998/27086/3398/55904/7040/10766/4609/6208/8837/9948/3303",47
"GO:1990778","GO:1990778","protein localization to cell periphery","41/978","345/18614",9.11943631731813e-07,2.790959691012e-05,1.95947210315019e-05,"10266/10268/92162/10791/857/5872/5962/3728/6711/975/81619/30844/2013/2621/6281/23555/1601/7132/9693/51225/8766/10211/196383/23499/83786/9341/5583/8301/3799/3688/1173/5906/8650/102/22883/7040/51304/10550/91663/6844/7879",41
"GO:0003170","GO:0003170","heart valve development","16/978","73/18614",9.30858144094101e-07,2.82713529397022e-05,1.98487020726454e-05,"7048/7075/54567/6615/1942/5138/659/4208/187/23462/387/4851/7132/182/56999/7040",16
"GO:1902074","GO:1902074","response to salt","44/978","383/18614",9.34201989331123e-07,2.82713529397022e-05,1.98487020726454e-05,"140576/857/7052/2771/1910/801/4208/3726/10628/2354/8682/595/2353/221184/25932/1958/2776/5155/3625/567/1601/2167/23236/375790/2782/5520/3727/3725/706/2534/10458/118/71/7846/4205/84557/5339/553115/6558/4780/8826/3178/948/10016",44
"GO:0009612","GO:0009612","response to mechanical stimulus","30/978","215/18614",9.90897188452349e-07,2.98205003880354e-05,2.09363248063061e-05,"2022/358/7048/2934/4313/5138/3728/10628/2354/6387/5595/1499/2353/958/387/7132/3659/3727/3725/2534/4792/71/7846/5339/285/824/54407/9531/7832/136319",30
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","26/978","171/18614",1.00147494981514e-06,2.99723193544123e-05,2.10429136009427e-05,"2934/83595/1942/2149/2043/55075/8743/387/6774/10395/3428/3146/9647/1654/5371/2534/22900/8301/6188/3092/51024/4609/23787/10550/7415/10016",26
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","29/978","204/18614",1.01506551252655e-06,3.02121422052545e-05,2.12112880090134e-05,"358/2934/83595/9314/2149/2621/55075/8743/387/10395/3146/9647/1654/5371/22900/6188/3092/114769/3164/2537/331/51024/4255/4609/23787/10550/7415/10049/10016",29
"GO:0035633","GO:0035633","maintenance of blood-brain barrier","11/978","35/18614",1.03674418168485e-06,3.06887608316221e-05,2.15459115814057e-05,"7122/5175/90952/1003/2697/58494/7082/3688/71/6558/3915",11
"GO:0016525","GO:0016525","negative regulation of angiogenesis","24/978","151/18614",1.15131542892342e-06,3.38949765134682e-05,2.37969258850132e-05,"7122/3339/641700/7075/6678/10769/5797/9314/7010/1284/10365/4881/1499/23166/28984/9510/64218/5371/56999/285/2828/55333/6558/2969",24
"GO:0045185","GO:0045185","maintenance of protein location","18/978","92/18614",1.17019425240724e-06,3.42645527853514e-05,2.40563973482068e-05,"2934/857/9168/402/2200/7529/65018/5371/706/4792/7114/5552/6672/6717/23568/3192/10210/6500",18
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","17/978","83/18614",1.18027429570893e-06,3.43739024723403e-05,2.41331693853785e-05,"57493/10161/27/8829/23263/9289/54922/2149/10395/10211/7126/3688/2828/397/11214/5879/3925",17
"GO:0051701","GO:0051701","biological process involved in interaction with host","29/978","206/18614",1.24419136951633e-06,3.58021021373409e-05,2.51358773106522e-05,"8692/1948/2934/3643/857/10410/8829/8547/975/2621/10581/3625/7293/3678/8724/3146/3383/858/51652/3688/5359/3949/51510/27243/3326/7879/6520/9218/3303",29
"GO:0007162","GO:0007162","negative regulation of cell adhesion","38/978","312/18614",1.24516284242272e-06,3.58021021373409e-05,2.51358773106522e-05,"4855/5420/928/8751/4313/23075/1012/11170/9314/23129/94/5962/8322/5362/6387/2043/6376/9448/27289/81/387/4851/10395/182/28984/3659/1843/3146/9647/53827/10019/2615/301/285/102/7040/57162/91663",38
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","26/978","173/18614",1.25575030572176e-06,3.58021021373409e-05,2.51358773106522e-05,"10769/6615/9891/4487/1026/4646/1655/6446/79073/3428/9349/10614/5371/754/54541/51246/6224/546/1263/6135/6154/6672/6125/3190/4609/10210",26
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","26/978","173/18614",1.25575030572176e-06,3.58021021373409e-05,2.51358773106522e-05,"857/6615/8531/6387/4487/10625/7178/1654/65018/3301/754/6188/4690/3315/4170/10955/9774/6135/6154/3190/51024/3065/4609/4780/51060/3303",26
"GO:0051258","GO:0051258","protein polymerization","35/978","276/18614",1.27894485788391e-06,3.62724832207181e-05,2.54661216397607e-05,"90952/1003/2934/11170/5962/6711/9168/57580/387/402/11078/51652/8874/65018/29766/10787/830/6709/10458/7114/6188/118/4690/7846/93663/7408/23191/5879/3925/27243/2017/91663/22919/136319/3303",35
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","14/978","58/18614",1.29218873959298e-06,3.6457220845704e-05,2.5595821908714e-05,"80310/8829/10628/5286/5155/5782/64651/5327/3092/9564/59338/9678/8826/7763",14
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","38/978","313/18614",1.347346608869e-06,3.78164589649914e-05,2.65501134324717e-05,"3429/8692/1948/2934/3643/857/2040/10410/8829/8547/975/2621/10581/3625/7293/3678/8724/1915/3146/3383/858/51652/3725/3688/5868/5359/998/3949/1072/51510/3065/64710/27243/3326/7879/6520/9218/3303",38
"GO:0003176","GO:0003176","aortic valve development","12/978","43/18614",1.3973176933037e-06,3.87175797453499e-05,2.71827707353943e-05,"7048/7075/54567/6615/1942/659/23462/387/4851/7132/182/7040",12
"GO:0007599","GO:0007599","hemostasis","31/978","230/18614",1.40089452281495e-06,3.87175797453499e-05,2.71827707353943e-05,"7450/947/7056/928/857/966/3572/302/221037/2157/2149/2621/2778/2776/5155/958/4627/2313/10627/10544/953/5327/10019/8525/71/3315/5359/1192/4780/308/948",31
"GO:0050920","GO:0050920","regulation of chemotaxis","31/978","230/18614",1.40089452281495e-06,3.87175797453499e-05,2.71827707353943e-05,"1948/3791/1901/23075/1012/80310/57509/659/8829/56920/6387/5595/2621/10501/5155/4851/1843/3146/64218/9647/4739/2260/7114/25865/3315/285/6347/102/7040/6868/5879",31
"GO:0044000","GO:0044000","movement in host","27/978","185/18614",1.41590877231035e-06,3.89338975614476e-05,2.73346427697425e-05,"8692/1948/2934/3643/857/10410/8829/8547/975/2621/10581/7293/3678/8724/3146/3383/858/51652/3688/5359/3949/51510/27243/7879/6520/9218/3303",27
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","24/978","153/18614",1.46682778895803e-06,4.0130334003968e-05,2.81746347767431e-05,"7122/3339/641700/7075/6678/10769/5797/9314/7010/1284/10365/4881/1499/23166/28984/9510/64218/5371/56999/285/2828/55333/6558/2969",24
"GO:0061298","GO:0061298","retina vasculature development in camera-type eye","8/978","18/18614",1.54068040160355e-06,4.19390237964141e-05,2.94444765458536e-05,"1282/22899/94/659/8829/8322/57381/25932",8
"GO:1901343","GO:1901343","negative regulation of vasculature development","24/978","154/18614",1.65266305817452e-06,4.45617530829695e-05,3.12858377405961e-05,"7122/3339/641700/7075/6678/10769/5797/9314/7010/1284/10365/4881/1499/23166/28984/9510/64218/5371/56999/285/2828/55333/6558/2969",24
"GO:0033674","GO:0033674","positive regulation of kinase activity","47/978","430/18614",1.65348206935146e-06,4.45617530829695e-05,3.12858377405961e-05,"2321/7048/3791/7075/3643/1839/80310/1942/7010/801/4208/2324/1636/975/8322/2013/595/2043/2621/2050/1026/1958/23328/5155/958/387/9344/5899/9693/28984/4296/1654/65018/219771/4739/2260/8525/6188/10979/998/5906/7040/6868/11214/9802/8826/3326",47
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","39/978","329/18614",1.78327591735636e-06,4.78218101203931e-05,3.35746528890492e-05,"7431/8531/7538/1655/2521/56829/5725/9444/3181/6651/9584/6434/22894/677/1153/6429/3191/3190/23112/7536/65110/23589/3192/5436/6432/10521/7832/6428/7812/10284/3178/10921/170506/10949/26135/5935/9939/3183/29896",39
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","25/978","166/18614",1.92419823219832e-06,5.13467084917158e-05,3.60494073784419e-05,"7122/3397/10252/4855/1003/25937/857/81575/94/6935/7538/595/1499/4851/7132/23236/182/3280/8609/5583/118/677/8202/23764/3845",25
"GO:0002011","GO:0002011","morphogenesis of an epithelial sheet","14/978","60/18614",2.00309841535726e-06,5.31901182156385e-05,3.73436252563765e-05,"54567/1839/94/389/387/3678/4851/182/977/3688/6654/10979/6868/65979",14
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","31/978","234/18614",2.02970792070959e-06,5.36337941779699e-05,3.76551205007637e-05,"358/2934/83595/9314/2149/2621/55075/8743/387/10395/3428/3146/9647/1654/5371/2534/22900/6188/3092/114769/3164/2537/331/51024/4255/4609/23787/10550/7415/10049/10016",31
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","25/978","167/18614",2.15222456860523e-06,5.65951480006531e-05,3.97342226181436e-05,"1003/1901/2934/23075/5962/6711/7082/9168/10395/51474/10163/11078/8874/29766/830/6709/7114/118/9535/3949/3925/5201/91663/22919/136319",25
"GO:0051960","GO:0051960","regulation of nervous system development","49/978","461/18614",2.22407264264669e-06,5.82019396387301e-05,4.08623160838164e-05,"3397/54567/58494/7052/23129/3572/302/659/8829/2624/56920/1636/8322/5362/6387/1499/2043/10501/6281/6376/23462/567/4851/9693/375790/3280/64218/1495/23499/5583/706/10458/3688/3475/8553/3398/8650/22883/3949/7040/23191/4673/23011/7533/3065/3845/57142/7832/170506",49
"GO:0042326","GO:0042326","negative regulation of phosphorylation","43/978","383/18614",2.27582797589181e-06,5.92700006990669e-05,4.16121785268071e-05,"2022/10252/8692/8613/5787/25937/57493/857/9021/2887/9467/801/90007/54922/1848/1026/2776/6774/2167/1843/9647/11142/4616/10019/3301/10614/3725/54541/4690/3315/5339/64853/2950/7040/8655/3192/84919/79893/58533/91663/5518/23770/3486",43
"GO:0043393","GO:0043393","regulation of protein binding","28/978","201/18614",2.33255052160002e-06,6.04565845718052e-05,4.24452532588308e-05,"7122/3397/2280/351/8751/857/23129/302/8829/1636/5595/1026/10763/5155/567/7049/1601/5899/9693/10211/1398/25979/118/998/114769/1454/6135/22919",28
"GO:0007596","GO:0007596","blood coagulation","30/978","224/18614",2.35621292663953e-06,6.07790734457445e-05,4.26716656839531e-05,"7450/947/7056/928/857/966/3572/302/221037/2157/2149/2621/2778/2776/5155/958/4627/10627/10544/953/5327/10019/8525/71/3315/5359/1192/4780/308/948",30
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","21/978","126/18614",2.43248471026351e-06,6.24491453815045e-05,4.38441868704518e-05,"2022/2280/7048/54567/57493/8828/7010/659/8829/4208/187/23462/7049/4851/182/9510/3280/9249/60485/6654/7040",21
"GO:0060562","GO:0060562","epithelial tube morphogenesis","39/978","334/18614",2.58686290657544e-06,6.60992281364112e-05,4.64068305931334e-05,"2022/10252/4855/7048/5420/1948/3791/79812/7075/54567/1282/64321/23129/94/7798/8829/54345/4208/54922/1499/2043/25932/187/388/387/4851/10395/3280/133/5371/25865/6046/27086/7408/7040/65979/3845/4609/5898",39
"GO:0070997","GO:0070997","neuron death","42/978","373/18614",2.7633627303973e-06,6.99724870229609e-05,4.91261614243575e-05,"351/947/1948/3791/23129/4345/3572/6623/8829/4208/595/2149/1499/2353/6376/10763/1958/387/4296/65018/3725/54541/2534/8301/7846/4170/6347/1728/4929/3672/135112/2896/824/3134/331/468/3845/112398/6418/10550/7832/58533",42
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","17/978","88/18614",2.77203732298582e-06,6.99724870229609e-05,4.91261614243575e-05,"2280/1003/23075/2771/801/9891/10395/7529/23645/65018/5725/7531/3672/7040/84919/23261/3326",17
"GO:0001822","GO:0001822","kidney development","37/978","310/18614",2.77719858038335e-06,6.99724870229609e-05,4.91261614243575e-05,"10252/5175/358/8692/947/5420/1948/25937/3399/64321/80310/23129/7010/1910/8829/4208/1636/23371/1499/2043/55959/1958/5155/387/4851/7704/182/9510/3280/2200/285/2828/3913/4811/4609/8837/8826",37
"GO:0010975","GO:0010975","regulation of neuron projection development","48/978","452/18614",2.89125566446294e-06,7.2508944140721e-05,5.0906952805578e-05,"3397/1948/3655/57520/9314/7431/23129/1942/27/659/8829/56920/8322/5362/6387/2043/10501/6376/5793/567/387/1601/8724/9693/51225/3280/64218/23499/1398/2534/10458/4690/29116/3475/55754/5376/2889/5906/1072/23191/2896/23011/7533/10611/57142/8837/4780/170506",48
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","27/978","192/18614",2.93032003441372e-06,7.31499706286597e-05,5.13570035621479e-05,"2280/2697/10769/389/57153/2149/1499/6284/6376/958/8743/387/80833/7132/684/65018/2534/51246/114769/57162/9188/11214/8837/170506/948/23476/9218",27
"GO:0061564","GO:0061564","axon development","50/978","479/18614",2.95050376422199e-06,7.33159582146354e-05,5.14735398364754e-05,"351/1948/54538/4781/4313/5797/9314/23129/8828/1942/659/8829/56920/5362/6387/2043/10501/1947/4851/9344/9637/64218/8609/10211/1495/23499/1889/3725/706/2534/10458/8301/3799/3688/3475/6654/4929/3913/8650/7408/23191/2896/23011/5879/334/6277/57142/3925/2017/3326",50
"GO:0050808","GO:0050808","synapse organization","49/978","466/18614",3.01655181703373e-06,7.46148912916516e-05,5.23854925015278e-05,"351/1948/1282/3643/27253/8404/23129/11346/8828/1942/22899/6623/8829/4208/2149/1499/2043/8496/6376/388/387/50807/4774/51225/375790/10163/64218/4739/1398/2534/10458/3688/71/7846/6386/1488/998/3913/102/22883/1072/23191/10611/375/2339/7415/2017/170506/1108",49
"GO:0062197","GO:0062197","cellular response to chemical stress","40/978","349/18614",3.07122610033535e-06,7.56219626614389e-05,5.30925354091464e-05,"2034/358/857/4313/80310/8531/10365/5595/1499/2353/388/7703/5829/5269/1654/65018/3301/5371/3725/706/2534/6188/301/84557/3315/23135/5339/4170/677/1728/4929/27086/135112/59338/468/4255/10550/4780/948/3303",40
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","30/978","227/18614",3.10566882405889e-06,7.61240181897149e-05,5.34450176771839e-05,"3429/8692/7078/857/3655/8829/8682/4000/85450/6376/8743/7132/3383/1654/1495/2260/5371/4170/2950/7040/51304/6672/2537/2872/9531/64332/8837/2017/5518/3303",30
"GO:1902075","GO:1902075","cellular response to salt","28/978","204/18614",3.13098019309444e-06,7.63987374143811e-05,5.36378920704136e-05,"7052/2771/4208/3726/2354/2353/221184/25932/1958/2776/5155/3625/567/2167/23236/375790/2782/3727/3725/2534/10458/118/7846/4205/5339/6558/8826/3178",28
"GO:0032272","GO:0032272","negative regulation of protein polymerization","16/978","80/18614",3.36805275721043e-06,8.1814985586587e-05,5.74405221232065e-05,"1003/2934/5962/6711/9168/11078/8874/29766/830/6709/7114/118/3925/91663/22919/136319",16
"GO:0000302","GO:0000302","response to reactive oxygen species","28/978","205/18614",3.4484287576599e-06,8.33934758046593e-05,5.85487457773742e-05,"358/8692/4313/80310/10365/10628/5595/2353/388/7703/5829/65018/1398/3725/2534/6188/301/84557/23135/1728/27086/2950/1263/824/59338/84919/4780/948",28
"GO:0032984","GO:0032984","protein-containing complex disassembly","31/978","240/18614",3.47214111459282e-06,8.3593726301108e-05,5.8689337296018e-05,"2934/3643/23075/5962/801/6711/10763/51474/11078/51652/9349/29766/830/54541/6709/3799/118/84557/54516/1072/3831/81631/51510/6418/4609/3925/7415/27243/10241/136319/9948",31
"GO:0045926","GO:0045926","negative regulation of growth","32/978","252/18614",3.50526168859526e-06,8.40177104739846e-05,5.89870073632728e-05,"8692/7048/2697/11007/64321/8751/8835/94/659/8829/56920/4881/10501/4487/1026/9686/1601/64218/684/1654/978/5371/60485/3475/29946/27086/6595/7040/57142/5518/3488/3303",32
"GO:0010596","GO:0010596","negative regulation of endothelial cell migration","18/978","99/18614",3.53898339630603e-06,8.4452304219338e-05,5.92921261806337e-05,"79812/54567/6781/5797/9314/94/3728/4208/387/4851/28984/3146/56999/285/55333/7040/6672/55466",18
"GO:0001765","GO:0001765","membrane raft assembly","6/978","10/18614",3.62602378316178e-06,8.57736717615168e-05,6.02198295957872e-05,"857/302/2013/6281/858/10211",6
"GO:0061299","GO:0061299","retina vasculature morphogenesis in camera-type eye","6/978","10/18614",3.62602378316178e-06,8.57736717615168e-05,6.02198295957872e-05,"1282/22899/8829/8322/57381/25932",6
"GO:0060840","GO:0060840","artery development","19/978","109/18614",3.67159039824251e-06,8.64739355968681e-05,6.07114696057216e-05,"2022/7048/1948/54567/221395/23129/5138/94/7798/659/8829/187/23462/4851/182/3280/56999/10000/3949",19
"GO:0050817","GO:0050817","coagulation","30/978","229/18614",3.72106875448201e-06,8.72598677187404e-05,6.12632554565664e-05,"7450/947/7056/928/857/966/3572/302/221037/2157/2149/2621/2778/2776/5155/958/4627/10627/10544/953/5327/10019/8525/71/3315/5359/1192/4780/308/948",30
"GO:0003018","GO:0003018","vascular process in circulatory system","33/978","265/18614",3.80518414216486e-06,8.88477693883925e-05,6.23780866862144e-05,"83483/7122/10266/1003/3643/857/4313/6515/5138/7010/659/1910/10365/7082/1636/4881/5286/2149/387/9429/7525/1889/133/5339/10979/3672/9590/2828/7040/54407/6558/948/2171",33
"GO:1901214","GO:1901214","regulation of neuron death","38/978","327/18614",3.88688198036118e-06,9.03658355691696e-05,6.34438879378583e-05,"947/1948/3791/23129/4345/3572/6623/8829/4208/595/2149/1499/2353/6376/10763/1958/387/4296/65018/3725/54541/2534/8301/4170/6347/1728/4929/3672/135112/2896/824/3134/468/3845/112398/6418/7832/58533",38
"GO:1905314","GO:1905314","semi-lunar valve development","12/978","47/18614",3.91809219279065e-06,9.07021598647306e-05,6.36800139116177e-05,"7048/7075/54567/6615/1942/659/23462/387/4851/7132/182/7040",12
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","27/978","195/18614",3.95102999457138e-06,9.10754445982687e-05,6.39420890050902e-05,"1003/6624/389/54922/4478/387/402/1654/65018/10787/51185/10458/51100/6188/4690/10979/55845/7408/7040/5879/57600/5706/7415/2017/948/22919/3303",27
"GO:0071243","GO:0071243","cellular response to arsenic-containing substance","8/978","20/18614",4.03614390131092e-06,9.2643184378819e-05,6.5042765010867e-05,"1654/54407/2872/468/7415/3178/170506/90637",8
"GO:0030833","GO:0030833","regulation of actin filament polymerization","21/978","130/18614",4.06782647567141e-06,9.29346989709401e-05,6.52474310663324e-05,"90952/2934/5962/6711/9168/387/11078/29766/10787/830/6709/10458/7114/118/4690/93663/7408/23191/2017/91663/136319",21
"GO:0051894","GO:0051894","positive regulation of focal adhesion assembly","9/978","26/18614",4.08315642515853e-06,9.29346989709401e-05,6.52474310663324e-05,"3791/7010/8829/6281/9448/9647/10979/5879/3987",9
"GO:0030041","GO:0030041","actin filament polymerization","24/978","162/18614",4.11794051599457e-06,9.33342417369982e-05,6.55279413533952e-05,"90952/2934/11170/5962/6711/9168/57580/387/11078/29766/10787/830/6709/10458/7114/118/4690/93663/7408/23191/5879/2017/91663/136319",24
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","39/978","341/18614",4.28359774360511e-06,9.66843707379537e-05,6.78799940686196e-05,"10252/10268/351/3791/7078/6358/80310/2887/7010/2771/8829/2324/1848/5595/2149/2043/2621/6376/5155/1601/4851/9693/3146/3383/3725/25865/10979/6347/677/9590/55333/5906/2950/6237/7040/6464/4609/8837/948",39
"GO:0072006","GO:0072006","nephron development","23/978","152/18614",4.51916079823644e-06,0.000101577983585256,7.13156932257186e-05,"5175/358/947/5420/25937/80310/7010/1910/4208/1499/55959/1958/5155/4851/182/3280/285/2828/3913/4811/4609/8837/8826",23
"GO:0030032","GO:0030032","lamellipodium assembly","15/978","73/18614",4.77166940208566e-06,0.000106810467566521,7.4989306436431e-05,"1901/6624/1012/51225/10163/8874/10787/29780/3688/4690/998/55845/23191/5879/10097",15
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","22/978","142/18614",4.89338709071224e-06,0.000109084271071556,7.65856944281711e-05,"2934/83595/2149/55075/8743/387/10395/3428/3146/9647/1654/5371/2534/22900/6188/3092/51024/4609/23787/10550/7415/10016",22
"GO:0035850","GO:0035850","epithelial cell differentiation involved in kidney development","12/978","48/18614",4.97620596122645e-06,0.000110475851196572,7.75626925707988e-05,"947/5420/25937/1910/4208/1499/5155/4851/182/2828/3913/8826",12
"GO:0050921","GO:0050921","positive regulation of chemotaxis","22/978","143/18614",5.50130646590751e-06,0.000121355807143669,8.52012730313102e-05,"3791/1901/23075/1012/80310/659/8829/6387/5595/2621/5155/3146/9647/4739/2260/7114/25865/3315/102/7040/6868/5879",22
"GO:0032507","GO:0032507","maintenance of protein location in cell","14/978","65/18614",5.51108151326244e-06,0.000121355807143669,8.52012730313102e-05,"2934/857/9168/402/65018/5371/706/7114/5552/6672/23568/3192/10210/6500",14
"GO:0043122","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","32/978","258/18614",5.78188978584804e-06,0.000126803631457242,8.90260720062603e-05,"2280/2697/10769/389/57153/2149/1499/6284/6376/958/8743/387/80833/7132/684/65018/2534/22900/51246/3315/114769/84270/2950/57162/9188/11214/3065/8837/170506/948/23476/9218",32
"GO:2000737","GO:2000737","negative regulation of stem cell differentiation","9/978","27/18614",5.83998006435043e-06,0.000127561177453977,8.95579285759682e-05,"7538/6774/4851/182/3280/3192/4780/81606/10443",9
"GO:0003205","GO:0003205","cardiac chamber development","24/978","166/18614",6.33366348800034e-06,0.000137237820457991,9.63516891879799e-05,"2022/2280/7048/54567/57493/23129/8828/5138/7010/7798/659/8829/4208/187/23462/7049/4851/182/9510/3280/9249/60485/6654/7040",24
"GO:0031960","GO:0031960","response to corticosteroid","24/978","166/18614",6.33366348800034e-06,0.000137237820457991,9.63516891879799e-05,"2022/2/358/6781/11170/3490/7538/2354/1636/595/2353/387/6446/4851/5327/133/54541/687/301/677/5066/3192/8837/6155",24
"GO:0042176","GO:0042176","regulation of protein catabolic process","40/978","361/18614",7.0136027844497e-06,0.000150925864673635,0.000105961767353428,"641700/7078/64321/857/10769/5962/302/975/4478/9686/1601/8724/1915/11345/1452/65018/4947/2534/7077/29116/6386/25820/1728/6613/1263/1454/6135/3949/4287/112398/51322/51035/5706/7415/4780/3326/7879/51160/3303/90637",40
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","20/978","124/18614",7.02110354398304e-06,0.000150925864673635,0.000105961767353428,"2934/83595/2149/55075/8743/387/10395/3146/9647/1654/5371/22900/6188/3092/51024/4609/23787/10550/7415/10016",20
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","23/978","156/18614",7.05018843486538e-06,0.000150952058306979,0.000105980157333757,"8692/7078/857/3655/8829/8682/4000/85450/6376/8743/3383/1654/1495/2260/5371/4170/2950/6672/2537/8837/2017/5518/3303",23
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","35/978","298/18614",7.33549977542401e-06,0.000156442528675086,0.000109834897176158,"10252/9411/57493/10161/7052/23075/27/22899/5962/8829/152273/23263/9289/54922/57480/2149/9448/57580/4851/5863/10395/23365/10211/1398/7126/3688/6654/93663/9266/2828/397/11214/5879/3845/3925",35
"GO:0006470","GO:0006470","protein dephosphorylation","31/978","249/18614",7.45661799655704e-06,0.000156653759895283,0.000109983198022145,"2280/5787/1003/23075/5797/2771/55917/801/23371/1848/5784/9891/5799/5793/5782/10395/1843/9647/7529/23645/65018/5725/5520/7531/4690/3672/7040/84919/23261/5518/3326",31
"GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition","13/978","58/18614",7.46107994332345e-06,0.000156653759895283,0.000109983198022145,"2022/7048/25937/6615/2013/1499/1601/4851/182/28984/6386/10979/7040",13
"GO:0030042","GO:0030042","actin filament depolymerization","13/978","58/18614",7.46107994332345e-06,0.000156653759895283,0.000109983198022145,"2934/23075/5962/6711/51474/11078/29766/830/6709/118/1072/136319/9948",13
"GO:0061005","GO:0061005","cell differentiation involved in kidney development","13/978","58/18614",7.46107994332345e-06,0.000156653759895283,0.000109983198022145,"947/5420/25937/1910/4208/1499/5155/4851/182/3280/2828/3913/8826",13
"GO:0030100","GO:0030100","regulation of endocytosis","28/978","214/18614",7.95364326365099e-06,0.000166350909494971,0.000116791355869015,"1948/3643/857/1012/27/302/2624/30844/567/1601/10211/977/8301/71/6386/3092/998/1173/55333/8650/23011/3190/5879/375/5898/1175/948/51160",28
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","29/978","226/18614",8.08981816546942e-06,0.00016854825000903,0.000118334060857656,"10252/358/1003/2934/2697/6624/27/7010/4000/57381/25932/4478/4627/387/9124/23150/3280/4134/1495/55691/29780/1398/3688/998/5879/10097/22919/3326/9948",29
"GO:0060841","GO:0060841","venous blood vessel development","7/978","16/18614",8.14572064876741e-06,0.000169062715533996,0.000118695255914485,"2022/1948/57493/94/659/187/4851",7
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","35/978","301/18614",9.14768658693892e-06,0.000189133657410107,0.000132786627716393,"2022/10252/2280/7048/3791/1003/857/94/659/6935/4487/51232/3625/7049/1601/4851/5654/3280/858/2200/6386/51742/11167/7323/7040/6868/11030/331/3065/2734/58533/10984/3326/23770/3303",35
"GO:0048025","GO:0048025","negative regulation of mRNA splicing, via spliceosome","8/978","22/18614",9.32467109328379e-06,0.000191332361031509,0.000134330289713056,"5725/3181/6429/3191/3190/6432/10284/10921",8
"GO:2001044","GO:2001044","regulation of integrin-mediated signaling pathway","8/978","22/18614",9.32467109328379e-06,0.000191332361031509,0.000134330289713056,"55679/2013/1495/3913/65979/3987/4811/3915",8
"GO:0010633","GO:0010633","negative regulation of epithelial cell migration","19/978","116/18614",9.41096068719808e-06,0.000191651030235158,0.000134554020430735,"79812/54567/6781/5797/9314/94/3728/4208/5793/387/4851/28984/3146/56999/285/55333/7040/6672/55466",19
"GO:0071346","GO:0071346","cellular response to type II interferon","19/978","116/18614",9.41096068719808e-06,0.000191651030235158,0.000134554020430735,"2934/6358/7431/11140/2317/6376/3659/115361/9341/3799/71/6347/998/23580/6672/3459/4641/10097/23521",19
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","17/978","96/18614",9.48315192146672e-06,0.000192182187203515,0.000134926934186975,"8531/7538/2521/5725/3181/1153/6429/3191/3190/65110/3192/6432/7812/10284/10921/10949/3183",17
"GO:0043297","GO:0043297","apical junction assembly","15/978","77/18614",9.50799818544252e-06,0.000192182187203515,0.000134926934186975,"7122/10266/5175/90952/1003/6615/5872/389/7082/387/402/1495/5583/4641/9948",15
